directory,subdirectory,filename,speaker_id,session_id,utterance_id,transcription,recording_corrupt,comment_transcriptionist,length_sec,recording_id,recording_startpos_sec
sm1,sm1_06,sm1_06_109,sm1,6,109,alitalia two nine two calling ,0,,1.63309370,061_0608,11445.5920313
sm1,sm1_06,sm1_06_110,sm1,6,110,midland seven two zero rhein radar identified ,0,,2.68387500,061_0609,11451.1776875
sm1,sm1_06,sm1_06_111,sm1,6,111,britannia two three six alfa rhein radar identified ,0,,3.41740620,061_0610,11460.02575
sm1,sm1_06,sm1_06_112,sm1,6,112,lufthansa three five five six climb flight level three hundred ,0,,3.17240630,061_0611,11464.365625
sm1,sm1_06,sm1_06_113,sm1,6,113,alitalia one four nine rhein radar identified ,0,,2.70609380,061_0612,11481.6800937
sm1,sm1_06,sm1_06_114,sm1,6,114,oscar oscar papa hotel india contact rhein one three two decimal four ,0,,4.10296880,061_0613,11489.5056562
sm1,sm1_06,sm1_06_115,sm1,6,115,alitalia two nine two rhein radar identified ,0,,3.11071870,061_0614,11507.619125
sm1,sm1_06,sm1_06_116,sm1,6,116,netherlands air force three five contact rhein one three two decimal four ,0,,4.24390620,061_0615,11561.4753438
sm1,sm1_06,sm1_06_117,sm1,6,117,sabena eight zero one rhein radar identified ,0,,2.42243750,061_0616,11580.28375
sm1,sm1_06,sm1_06_118,sm1,6,118,lufthansa four three seven six rhein radar identified climb flight level three hundred ,0,,5.17571880,061_0617,11622.4049687
sm1,sm1_06,sm1_06_119,sm1,6,119,speedbird one two two rhein radar identified ,0,,4.05825000,061_0618,11637.2628438
sm1,sm1_06,sm1_06_120,sm1,6,120,alitalia one five seven rhein radar identified ,0,,2.96396880,061_0619,11686.7428125
sm1,sm1_06,sm1_06_121,sm1,6,121,lufthansa four three seven six proceed direct trasadingen ,0,,3.26550000,061_0620,11693.890625
sm1,sm1_06,sm1_06_122,sm1,6,122,negative lufthansa four three seven six ,0,,3.02650000,061_0621,11701.5190313
sm1,sm1_06,sm1_06_123,sm1,6,123,delta india mike lima lima contact milano one three four decimal five two ,0,,4.38900000,061_0622,11716.7689375
sm1,sm1_06,sm1_06_124,sm1,6,124,alitalia two nine two turn left by ten degrees ,0,,3.33478120,061_0623,11732.1706563
sm1,sm1_06,sm1_06_125,sm1,6,125,station calling say again ,0,,1.23781250,061_0624,11788.9170625
sm1,sm1_06,sm1_06_126,sm1,6,126,sabena eight two six alfa rhein radar identified ,0,,2.66268750,061_0625,11793.4003125
sm1,sm1_06,sm1_06_127,sm1,6,127,[HNOISE] sabena nine three six nine turn right to trasa ,0,,3.45653120,061_0626,11796.6875313
sm1,sm1_06,sm1_06_128,sm1,6,128,midland seven two zero contact rhein one two seven decimal three seven ,0,,3.89078130,061_0627,11812.232125
sm1,sm1_06,sm1_06_129,sm1,6,129,speedbird two two three rhein radar one two seven decimal three seven ,0,,3.56087500,061_0628,11821.4983125
sm1,sm1_06,sm1_06_130,sm1,6,130,lufthansa three six three eight rhein radar identified climb flight level two nine zero ,0,,6.84665630,061_0629,11837.0568125
sm1,sm1_06,sm1_06_131,sm1,6,131,sabena eight zero one turn right by one five degrees ,0,,3.14878130,061_0630,11853.861875
sm1,sm1_06,sm1_06_132,sm1,6,132,sabena nine three six nine proceed direct fribourg ,0,,3.40440630,061_0631,11880.8009375
sm1,sm1_06,sm1_06_133,sm1,6,133,yeah ,0,,0.19481250,061_0632,11890.135875
sm1,sm1_06,sm1_06_134,sm1,6,134,lufthansa three five five six contact zurich one three four decimal six ,0,,5.22168760,061_0633,11892.4779687
sm1,sm1_06,sm1_06_135,sm1,6,135,[EMPTY] ,0,,0.04875000,061_0634,11897.7249375
sm1,sm1_06,sm1_06_136,sm1,6,136,alitalia one four nine turn right to trasadingen ,0,,2.94109370,061_0635,11941.6585
sm1,sm1_06,sm1_06_137,sm1,6,137,sabena eight zero one turn right to trasadingen ,0,,2.53346870,061_0636,11956.0372188
sm1,sm1_06,sm1_06_138,sm1,6,138,condor two one eight rhein radar roger you're identified ,0,,6.22734370,061_0637,11974.0772813
sm1,sm1_06,sm1_06_139,sm1,6,139,jet set four nine seven rhein radar identified ,0,,3.19750000,061_0638,11986.9547813
sm1,sm1_06,sm1_06_140,sm1,6,140,swissair seven eight three romeo rhein radar identified ,0,,3.39421880,061_0639,11996.533875
sm1,sm1_06,sm1_06_141,sm1,6,141,aero lloyd five one seven contact rhein one two seven decimal three seven ,0,,4.23646880,061_0640,12001.463125
sm1,sm1_06,sm1_06_142,sm1,6,142,alitalia four one three rhein radar identified climb flight level two five zero ,0,,3.97940620,061_0641,12054.4958438
sm1,sm1_06,sm1_06_143,sm1,6,143,britannia two three six alfa contact ah zurich one three three decimal four ,0,,5.02175000,061_0642,12060.9294688
sm1,sm1_06,sm1_06_144,sm1,6,144,[EMPTY] ,0,,0.11796880,061_0643,12071.6935
sm1,sm1_06,sm1_06_145,sm1,6,145,one three three decimal four ,0,,1.93609370,061_0644,12072.4478125
sm1,sm1_06,sm1_06_146,sm1,6,146,sabena nine three six nine zurich one three four decimal six ,0,,3.92218750,061_0645,12076.1260313
sm1,sm1_06,sm1_06_147,sm1,6,147,alitalia four six five rhein radar identified ,0,,3.06137500,061_0646,12095.1701563
sm1,sm1_06,sm1_06_148,sm1,6,148,alitalia one five seven turn right to trasadingen ,0,,3.03134380,061_0647,12111.5759687
sm1,sm1_06,sm1_06_149,sm1,6,149,sabena eight two six alfa turn left by ten degrees ,0,,3.92806250,061_0648,12128.7353438
sm1,sm1_06,sm1_06_150,sm1,6,150,lufthansa four three seven six contact zurich one three four decimal six ,0,,5.16993740,061_0649,12149.2151563
sm1,sm1_06,sm1_06_151,sm1,6,151,speedbird three eight nine rhein radar identified ,0,,3.40131250,061_0650,12165.4432813
sm1,sm1_06,sm1_06_152,sm1,6,152,hapag lloyd one three seven rhein radar identified ,0,,2.66396880,061_0651,12175.415125
sm1,sm1_06,sm1_06_153,sm1,6,153,sabena eight zero one contact zurich one three four decimal six ,0,,3.61756250,061_0652,12186.976375
sm1,sm1_06,sm1_06_154,sm1,6,154,alitalia one four nine zurich one three four decimal six ,0,,3.72496870,061_0653,12192.8932813
sm1,sm1_06,sm1_06_155,sm1,6,155,lufthansa three six three eight climb flight level three four zero ,0,,3.23846880,061_0654,12215.090125
sm1,sm1_06,sm1_06_156,sm1,6,156,aero lloyd three six three contact rhein one two seven three seven ,0,,3.47087500,061_0655,12237.2417813
sm1,sm1_06,sm1_06_157,sm1,6,157,alitalia two nine two turn left to nattenheim ,0,,3.19053130,061_0656,12246.4698437
sm1,sm1_06,sm1_06_158,sm1,6,158,lufthansa three six three eight turn left ten degrees ,0,,2.51493750,061_0657,12261.6116875
sm1,sm1_06,sm1_06_159,sm1,6,159,<OT> thank you yeah have a nice evening </OT> ,0,,2.87675000,061_0658,12279.6536875
sm3,sm3_05,sm3_05_001,sm3,5,1,good afternoon lufthansa three six zero four climb to flight level three one zero ,0,,7.66915625,071_0001,11.59059375
sm3,sm3_05,sm3_05_002,sm3,5,2,tarom three seven two call rhein on one three two four good day ,0,,5.03796875,071_0002,41.72740625
sm3,sm3_05,sm3_05_003,sm3,5,3,britannia three two seven alfa good morn= ah good afternoon radar contact ,0,,6.26075000,071_0003,58.66859375
sm3,sm3_05,sm3_05_004,sm3,5,4,swissair eight zero six contact rhein one two seven three seven good day ,0,,5.63559375,071_0004,82.14390625
sm3,sm3_05,sm3_05_005,sm3,5,5,alitalia six four seven four good afternoon radar contact ,0,,4.85634375,071_0005,98.37134375
sm3,sm3_05,sm3_05_006,sm3,5,6,~k ~l ~m three four six good afternoon radar contact ,0,,4.48681250,071_0006,109.0790625
sm3,sm3_05,sm3_05_007,sm3,5,7,lufthansa three five six six climb to level three one zero ,0,,5.07340625,071_0007,126.19971875
sm3,sm3_05,sm3_05_008,sm3,5,8,swissair nine three six zero climb to flight level three two zero ,0,,4.67556250,071_0008,150.844875
sm3,sm3_05,sm3_05_009,sm3,5,9,lufthansa three six zero four proceed direct trasadingen ,0,,3.76103125,071_0009,168.6869375
sm3,sm3_05,sm3_05_010,sm3,5,10,lufthansa four seven hundred good afternoon climb to flight level three one zero ,0,,6.79781250,071_0010,187.0205
sm3,sm3_05,sm3_05_011,sm3,5,11,[EMPTY] ,0,,0.66996875,071_0011,200.47953125
sm3,sm3_05,sm3_05_012,sm3,5,12,speedbird one two nine good afternoon and confirm you level please ,0,,5.66412500,071_0012,210.816
sm3,sm3_05,sm3_05_013,sm3,5,13,roger what's the reason for your descent ,0,,2.97890625,071_0013,220.90440625
sm3,sm3_05,sm3_05_014,sm3,5,14,speedbird one two nine roger opposite traffic at level three two zero expedite and stop descent at level two nine zero ,0,,9.48281250,071_0014,227.28259375
sm3,sm3_05,sm3_05_015,sm3,5,15,and speedbird one two nine who cleared you down to flight level one four zero ,0,,5.34331250,071_0015,244.07959375
sm3,sm3_05,sm3_05_016,sm3,5,16,~k ~l ~m three six four turn left ten degrees ,0,,3.72528125,071_0016,258.76453125
sm3,sm3_05,sm3_05_017,sm3,5,17,correction ~k ~l ~m three four six left turn ten degrees ,0,,3.63965625,071_0017,263.54534375
sm3,sm3_05,sm3_05_018,sm3,5,18,air berlin five two five five contact rhein one two seven three seven good day ,0,,5.56787500,071_0018,270.50459375
sm3,sm3_05,sm3_05_019,sm3,5,19,swissair nine three six zero contact rhein one two seven three seven good day ,0,,5.08490625,071_0019,278.7365625
sm3,sm3_05,sm3_05_020,sm3,5,20,britannia three two seven alfa proceed direct to kempten ,0,,4.15662500,071_0020,331.83559375
sm3,sm3_05,sm3_05_021,sm3,5,21,lufthansa four two zero seven good afternoon in radar contact ,0,,7.76253125,071_0021,348.7333125
sm3,sm3_05,sm3_05_022,sm3,5,22,lufthansa five two three six good afternoon radar contact ,0,,4.63831250,071_0022,363.39696875
sm3,sm3_05,sm3_05_023,sm3,5,23,golf ah juliett india good afternoon radar contact ,0,,4.25381250,071_0023,375.6235625
sm3,sm3_05,sm3_05_024,sm3,5,24,india oscar oscar kilo is in radar contact climb to flight level three one zero ,0,,8.51296875,071_0024,387.69409375
sm3,sm3_05,sm3_05_025,sm3,5,25,roger speedbird one two nine you maintain now flight level two nine zero and ah we agree about that ah it was due to pressure troubles that you descend below three hundred ,0,,14.55021875,071_0025,407.500875
sm3,sm3_05,sm3_05_026,sm3,5,26,lufthansa three five six six call zurich on one three four decimal six auf wiederhoren ,0,,6.11803125,071_0026,426.9234375
sm3,sm3_05,sm3_05_027,sm3,5,27,jat two seven three contact rhein one three two decimal four good day ,0,,5.54031250,071_0027,437.06071875
sm3,sm3_05,sm3_05_028,sm3,5,28,~k ~l ~m three four six climb to flight level three two zero ,0,,4.18075000,071_0028,482.45059375
sm3,sm3_05,sm3_05_029,sm3,5,29,sabena eight three zero contact rhein one two seven three seven good day ,0,,5.96037500,071_0029,503.26915625
sm3,sm3_05,sm3_05_030,sm3,5,30,britannia three two seven alfa rhein one three two decimal four ,0,,4.38184375,071_0030,514.16675
sm3,sm3_05,sm3_05_031,sm3,5,31,lufthansa three six zero four call zurich on one three four six auf wiederhoren ,0,,5.57756250,071_0031,527.177125
sm3,sm3_05,sm3_05_032,sm3,5,32,saudia one zero six good afternoon radar contact ,0,,3.80037500,071_0032,574.4274375
sm3,sm3_05,sm3_05_033,sm3,5,33,hapag lloyd one one two call rhein one two seven three seven auf wiederhoren ,0,,5.08559375,071_0033,585.39965625
sm3,sm3_05,sm3_05_034,sm3,5,34,lufthansa five two three six call rhein one two seven three seven good day ,0,,5.21562500,071_0034,615.85346875
sm3,sm3_05,sm3_05_035,sm3,5,35,speedbird one two nine contact rhein on one three two decimal four ,0,,5.86546875,071_0035,654.56715625
sm3,sm3_05,sm3_05_036,sm3,5,36,lufthansa four seven zero zero call zurich on one three four decimal six ,0,,5.78165625,071_0036,692.5688125
sm3,sm3_05,sm3_05_037,sm3,5,37,lufthansa four two zero seven turn to delta kilo bravo ,0,,4.43084375,071_0037,710.04415625
sm3,sm3_05,sm3_05_038,sm3,5,38,lufthansa four two zero seven contact rhein on one three two decimal four ,0,,5.93837500,071_0038,720.4935625
sm3,sm3_05,sm3_05_039,sm3,5,39,lufthansa three five five zero radar contact ah climb to flight level three one zero ,0,,8.17000000,071_0039,738.95328125
sm3,sm3_05,sm3_05_040,sm3,5,40,and lufthansa three five five zero proceed direct to trasadingen ,0,,4.39271875,071_0040,754.27946875
sm3,sm3_05,sm3_05_041,sm3,5,41,lufthansa four two zero nine good afternoon in radar contact ,0,,4.90256250,071_0041,769.87190625
sm3,sm3_05,sm3_05_042,sm3,5,42,lufthansa five two three six ah good afternoon in radar contact ,0,,6.45090625,071_0042,781.58078125
sm3,sm3_05,sm3_05_043,sm3,5,43,lima alfa juliett one is in radar contact ,0,,3.12450000,071_0043,797.59646875
sm3,sm3_05,sm3_05_044,sm3,5,44,[EMPTY] ,0,,0.28034375,071_0044,802.277625
sm3,sm3_05,sm3_05_045,sm3,5,45,lufthansa five five zero four good afternoon radar contact ,0,,4.07765625,071_0045,806.15609375
sm3,sm3_05,sm3_05_046,sm3,5,46,and lufthansa five two three six you should call rhein on one two seven three seven ,0,,5.51575000,071_0046,811.4166875
sm3,sm3_05,sm3_05_047,sm3,5,47,hotel tango romeo good afternoon radar contact ,0,,3.60215625,071_0047,826.8045625
sm3,sm3_05,sm3_05_048,sm3,5,48,~k ~l ~m three four six turn left to nattenheim ,0,,3.95640625,071_0048,834.596375
sm3,sm3_05,sm3_05_049,sm3,5,49,sabena eight three six non ~r ~v ~s ~m radar contact ,0,,3.70328125,071_0049,852.96240625
sm3,sm3_05,sm3_05_050,sm3,5,50,india lima oscar oscar kilo call zurich on one three four decimal six good day ,0,,5.56709375,071_0050,867.03790625
sm3,sm3_05,sm3_05_051,sm3,5,51,alitalia six four seven four contact rhein on one two seven three seven good day ,0,,6.69500000,071_0051,895.6593125
sm3,sm3_05,sm3_05_052,sm3,5,52,~k ~l ~m three four six contact rhein on one two seven three seven good day ,0,,5.34940625,071_0052,906.435125
sm3,sm3_05,sm3_05_053,sm3,5,53,saudia one zero six contact rhein one three two decimal four ,0,,4.81684375,071_0053,935.57446875
sm3,sm3_05,sm3_05_054,sm3,5,54,lufthansa four two zero nine descend to flight level three five zero ,0,,6.53343750,071_0054,979.05765625
sm3,sm3_05,sm3_05_055,sm3,5,55,lufthansa four two zero nine continue descent to level three four zero ,0,,5.13175000,071_0055,1057.62665625
sm3,sm3_05,sm3_05_056,sm3,5,56,lufthansa four two zero nine now turn to delta kilo bravo ,0,,4.78459375,071_0056,1078.6315625
sm3,sm3_05,sm3_05_057,sm3,5,57,delta india mike mike echo good afternoon continue climb to flight level two nine zero ,0,,7.41431250,071_0057,1096.602375
sm3,sm3_05,sm3_05_058,sm3,5,58,golf juliett india contact zurich on one three three decimal four good day ,0,,6.44415625,071_0058,1121.68175
sm3,sm3_05,sm3_05_059,sm3,5,59,adria one six two seven good afternoon radar contact ,0,,4.46225000,071_0059,1141.35890625
sm3,sm3_05,sm3_05_060,sm3,5,60,alitalia one five zero good afternoon radar contact ,0,,3.81009375,071_0060,1151.742375
sm3,sm3_05,sm3_05_061,sm3,5,61,cross air eight five eight good afternoon radar contact ,0,,3.93771875,071_0061,1166.6879375
sm3,sm3_05,sm3_05_062,sm3,5,62,lufthansa four two zero nine descend to flight level three two zero ,0,,6.21387500,071_0062,1176.8265
sm3,sm3_05,sm3_05_063,sm3,5,63,hotel tango romeo contact rhein one two seven three seven ,0,,4.52956250,071_0063,1197.41690625
sm3,sm3_05,sm3_05_064,sm3,5,64,alfa fox bravo four four non ~r ~v ~s ~m radar contact ,0,,4.37134375,071_0064,1218.4699375
sm3,sm3_05,sm3_05_065,sm3,5,65,merair six nine five two good afternoon continue climb to level two six zero ,0,,5.96834375,071_0065,1230.83803125
sm3,sm3_05,sm3_05_066,sm3,5,66,delta mike echo continue present heading ,0,,4.57703125,071_0066,1241.19428125
sm3,sm3_05,sm3_05_067,sm3,5,67,merair six nine five two proceed direct to trasadingen ,0,,4.58950000,071_0067,1249.7883125
sm3,sm3_05,sm3_05_068,sm3,5,68,@aerovic one zero six one good afternoon radar contact ,0,,5.03078125,071_0068,1265.885625
sm3,sm3_05,sm3_05_069,sm3,5,69,lufthansa four two zero nine descend to flight level three one zero ,0,,5.56040625,071_0069,1275.19284375
sm3,sm3_05,sm3_05_070,sm3,5,70,lufthansa four two zero nine contact rhein on one three two decimal four ,0,,5.35656250,071_0070,1284.31159375
sm3,sm3_05,sm3_05_071,sm3,5,71,sabena eight three six call rhein one two seven three seven good day ,0,,4.57881250,071_0071,1293.3773125
sm3,sm3_05,sm3_05_072,sm3,5,72,lufthansa three five five zero contact zurich on one three four decimal six ,0,,5.75237500,071_0072,1301.1771875
sm3,sm3_05,sm3_05_073,sm3,5,73,bee med one contact rhein on one three two decimal four good day ,0,,5.21562500,071_0073,1312.71146875
sm3,sm3_05,sm3_05_074,sm3,5,74,alfa fox bravo forty four turn left heading three one zero ,0,,6.68540625,071_0074,1322.77065625
sm3,sm3_05,sm3_05_075,sm3,5,75,tarom three seven four good afternoon radar contact ,0,,4.32390625,071_0075,1340.9198125
sm3,sm3_05,sm3_05_076,sm3,5,76,alitalia two nine one radar contact fly heading one four zero ,0,,6.24246875,071_0076,1355.24559375
sm3,sm3_05,sm3_05_077,sm3,5,77,merair six nine five two climb to flight level three one zero ,0,,6.28206250,071_0077,1371.97753125
sm3,sm3_05,sm3_05_078,sm3,5,78,lufthansa five five zero four climb to flight level three three zero ,0,,5.28625000,071_0078,1385.86428125
sm3,sm3_05,sm3_05_079,sm3,5,79,britannia three zero six alfa good afternoon radar contact ,0,,4.37453125,071_0079,1400.87146875
sm3,sm3_05,sm3_05_080,sm3,5,80,tarom three seven four proceed to karlsruhe ,0,,3.96812500,071_0080,1407.6050625
sm3,sm3_05,sm3_05_081,sm3,5,81,@aerovic one zero six one request your heading ,0,,3.71328125,071_0081,1419.0519375
sm3,sm3_05,sm3_05_082,sm3,5,82,roger @aerovic one zero six one ah turn right heading ah two zero zero ,0,,6.36653125,071_0082,1430.577
sm3,sm3_05,sm3_05_083,sm3,5,83,malaysian four is in radar contact ,0,,2.89118750,071_0083,1480.2743125
sm3,sm3_05,sm3_05_084,sm3,5,84,lufthansa five two one seven guten tag radar contact ,0,,4.43953125,071_0084,1489.89271875
sm3,sm3_05,sm3_05_085,sm3,5,85,nato zero one zero good afternoon radar contact ,0,,3.97606250,071_0085,1503.6169375
sm3,sm3_05,sm3_05_086,sm3,5,86,gulf air zero zero five good afternoon radar contact ,0,,3.95906250,071_0086,1514.33234375
sm3,sm3_05,sm3_05_087,sm3,5,87,tarom three seven four turn further right heading one four five ,0,,4.71215625,071_0087,1522.1619375
sm3,sm3_05,sm3_05_088,sm3,5,88,swissair nine three five nine good afternoon radar contact ,0,,4.19128125,071_0088,1538.09584375
sm3,sm3_05,sm3_05_089,sm3,5,89,@aerovic one zero six one for separation turn right now heading two three zero ,0,,6.21050000,071_0089,1545.77009375
sm3,sm3_05,sm3_05_090,sm3,5,90,lufthansa five five zero four contact zurich on one three four decimal six ,0,,5.36693750,071_0090,1555.625125
sm3,sm3_05,sm3_05_091,sm3,5,91,delta mike echo proceed direct to trasadingen ,0,,3.62821875,071_0091,1564.69240625
sm3,sm3_05,sm3_05_092,sm3,5,92,alfa fox bravo four four contact rhein one two seven three seven good day ,0,,5.43337500,071_0092,1570.94
sm3,sm3_05,sm3_05_093,sm3,5,93,stand by @aerovic one zero six one descend now to flight level three one zero descend to flight level three one zero expedite ,0,,8.62684375,071_0093,1586.89896875
sm3,sm3_05,sm3_05_094,sm3,5,94,roger one zero six one resume own navigation to trasadingen ,0,,4.10215625,071_0094,1598.0735
sm3,sm3_05,sm3_05_095,sm3,5,95,merair six nine five two expedite climb you have opposite traffic level three zero zero one five miles out ,0,,7.58518750,071_0095,1617.89003125
sm3,sm3_05,sm3_05_096,sm3,5,96,adria one six two seven contact rhein on one three two decimal four good day ,0,,6.83706250,071_0096,1628.4615625
sm3,sm3_05,sm3_05_097,sm3,5,97,cross air eight five eight call rhein on ah one two seven three seven good day ,0,,6.94543750,071_0097,1643.7944375
sm3,sm3_05,sm3_05_098,sm3,5,98,merair six nine four four climb to flight level two nine zero ,0,,7.32068750,071_0098,1654.37021875
sm3,sm3_05,sm3_05_099,sm3,5,99,egyptair eight eight four good afternoon radar contact ,0,,3.97118750,071_0099,1672.5069375
sm3,sm3_05,sm3_05_100,sm3,5,100,tarom three seven four proceed direct to kempten ,0,,3.64531250,071_0100,1679.9574375
sm3,sm3_05,sm3_05_101,sm3,5,101,alitalia two nine one proceed direct to trasadingen ,0,,3.87915625,071_0101,1690.51834375
sm3,sm3_05,sm3_05_102,sm3,5,102,merair six nine four four direct to trasadingen ,0,,3.40328125,071_0102,1702.4215625
sm3,sm3_05,sm3_05_103,sm3,5,103,delta november alfa good afternoon climb to flight level two nine zero ,0,,5.76225000,071_0103,1765.80425
sm3,sm3_05,sm3_05_104,sm3,5,104,merair six nine five two call zurich on one three four decimal six ,0,,5.13212500,071_0104,1775.81446875
sm3,sm3_05,sm3_05_105,sm3,5,105,@aerovic one zero six one proceed direct to fribourg ,0,,4.19840625,071_0105,1784.70271875
sm3,sm3_05,sm3_05_106,sm3,5,106,tarom three seven four contact rhein on one three two decimal four good day ,0,,5.25087500,071_0106,1796.3716875
sm3,sm3_05,sm3_05_107,sm3,5,107,tunair four eight zero two good afternoon radar contact ,0,,4.13906250,071_0107,1811.97996875
sm3,sm3_05,sm3_05_108,sm3,5,108,ah alitalia three six nine good afternoon radar contact ,0,,4.16228125,071_0108,1834.83475
sm3,sm3_05,sm3_05_109,sm3,5,109,@sunwing five two one two good afternoon radar contact ,0,,4.13125000,071_0109,1847.3861875
sm3,sm3_05,sm3_05_110,sm3,5,110,nato zero one zero contact rhein on one two seven three seven ,0,,5.09165625,071_0110,1855.44959375
sm3,sm3_05,sm3_05_111,sm3,5,111,sunwing five two one four good afternoon radar contact ,0,,4.02303125,071_0111,1869.860375
sm3,sm3_05,sm3_05_112,sm3,5,112,malaysian four contact rhein one two seven three seven good day ,0,,5.06262500,071_0112,1878.81259375
sm3,sm3_05,sm3_05_113,sm3,5,113,good afternoon alitalia one three five your position please ,0,,6.97518750,071_0113,1897.12809375
sm3,sm3_05,sm3_05_114,sm3,5,114,alitalia one three five in radar contact ,0,,2.85528125,071_0114,1910.21509375
sm3,sm3_05,sm3_05_115,sm3,5,115,delta india mike mike echo call zurich on one three four six good day ,0,,5.02009375,071_0115,1922.72534375
sm3,sm3_05,sm3_05_116,sm3,5,116,alitalia one five zero call rhein one two seven three seven ,0,,4.49300000,071_0116,1932.99484375
sm3,sm3_05,sm3_05_117,sm3,5,117,swissair nine three five nine contact rhein on one three two decimal four ,0,,7.04934375,071_0117,1943.01728125
sm3,sm3_05,sm3_05_118,sm3,5,118,alitalia two nine one call zurich on one three four six ,0,,4.34371875,071_0118,1954.694875
sm3,sm3_05,sm3_05_119,sm3,5,119,@aerovic one zero six one contact zurich on one three four decimal six ,0,,5.81581250,071_0119,1963.3750625
sm3,sm3_05,sm3_05_120,sm3,5,120,lufthansa five two one seven turn to delta kilo bravo ,0,,4.09684375,071_0120,1991.09815625
sm3,sm3_05,sm3_05_121,sm3,5,121,lufthansa five two one seven contact rhein on one three two four ,0,,5.36812500,071_0121,1999.4825
sm3,sm3_05,sm3_05_122,sm3,5,122,gulf air zero zero five call rhein one two seven three seven ,0,,4.76350000,071_0122,2008.339
sm3,sm3_05,sm3_05_123,sm3,5,123,delta november alfa continue on present heading ,0,,3.60462500,071_0123,2068.14434375
sm3,sm3_05,sm3_05_124,sm3,5,124,delta echo charlie good afternoon radar contact ,0,,3.61196875,071_0124,2083.82221875
sm3,sm3_05,sm3_05_125,sm3,5,125,algerie two zero seven three proceed direct to trasadingen and continue climb to level two seven zero ,0,,6.80628125,071_0125,2095.18203125
sm3,sm3_05,sm3_05_126,sm3,5,126,egypt air eight eight four call rhein on one three two four good day ,0,,4.47321875,071_0126,2115.22875
sm3,sm3_05,sm3_05_127,sm3,5,127,britannia three zero six alfa rhein ,0,,2.58665625,071_0127,2138.03446875
sm3,sm3_05,sm3_05_128,sm3,5,128,britannia three zero six alfa call milano on one three four five two ,0,,4.63306250,071_0128,2143.78403125
sm3,sm3_05,sm3_05_129,sm3,5,129,alitalia ,0,,1.65428125,071_0129,2156.18221875
sm3,sm3_05,sm3_05_130,sm3,5,130,disregard ,0,,1.02384375,071_0130,2158.526375
sm3,sm3_05,sm3_05_131,sm3,5,131,merair six nine four four contact zurich on one three four six good day ,0,,5.79959375,071_0131,2163.37934375
sm3,sm3_05,sm3_05_132,sm3,5,132,@sunwing five two one four proceed present position direct to hochwald hotel oscar charlie thereafter st prex ,0,,8.84596875,071_0132,2179.17471875
sm3,sm3_05,sm3_05_133,sm3,5,133,air algerie ah two zero seven three climb to flight level three one zero ,0,,5.87378125,071_0133,2215.31803125
sm3,sm3_05,sm3_05_134,sm3,5,134,tunis air four eight zero two turn right by one five degrees ,0,,5.52431250,071_0134,2241.88625
sm3,sm3_05,sm3_05_135,sm3,5,135,good afternoon aero lloyd five six two climb to flight level three one zero direct to trasadingen ,0,,9.22081250,071_0135,2258.90490625
sm3,sm3_05,sm3_05_136,sm3,5,136,good afternoon scandinavian six eight seven radar contact ,0,,3.91918750,071_0136,2280.74309375
sm3,sm3_05,sm3_05_137,sm3,5,137,lufthansa four two one nine good afternoon radar contact ,0,,5.20521875,071_0137,2291.39471875
sm3,sm3_05,sm3_05_138,sm3,5,138,alitalia three six nine turn to trasadingen ,0,,3.55681250,071_0138,2315.61296875
sm3,sm3_05,sm3_05_139,sm3,5,139,alitalia three six nine descend to flight level two nine zero ,0,,5.20853125,071_0139,2365.98946875
sm3,sm3_05,sm3_05_140,sm3,5,140,good afternoon lufthansa three five zero eight climb to flight level two seven zero ,0,,6.93853125,071_0140,2381.82528125
sm3,sm3_05,sm3_05_141,sm3,5,141,[EMPTY] ,0,,0.93071875,071_0141,2392.90346875
sm3,sm3_05,sm3_05_142,sm3,5,142,lufthansa triple three zero good afternoon climb to flight level two nine zero ,0,,6.32387500,071_0142,2401.792375
sm3,sm3_05,sm3_05_143,sm3,5,143,good afternoon alitalia four six nine in radar contact ,0,,4.53006250,071_0143,2418.69353125
sm3,sm3_05,sm3_05_144,sm3,5,144,delta november alfa proceed direct to trasadingen ,0,,3.79540625,071_0144,2432.55371875
sm3,sm3_05,sm3_05_145,sm3,5,145,alitalia three six nine turn right by ten degrees ,0,,4.08596875,071_0145,2444.19684375
sm3,sm3_05,sm3_05_146,sm3,5,146,lufthansa four two one nine proceed direct to delta kilo bravo descend to flight level three one zero ,0,,8.00181250,071_0146,2460.35009375
sm3,sm3_05,sm3_05_147,sm3,5,147,alitalia one three five call zurich on one three four decimal six good day ,0,,5.93434375,071_0147,2474.948375
sm3,sm3_05,sm3_05_148,sm3,5,148,lufthansa four five eight two is in radar contact climb to flight level two nine zero ,0,,6.82193750,071_0148,2493.10140625
sm3,sm3_05,sm3_05_149,sm3,5,149,tunair four eight zero two proceed to frankfurt ,0,,3.66275000,071_0149,2510.7263125
sm3,sm3_05,sm3_05_150,sm3,5,150,@sunwing five two one two call zurich on one three four six ,0,,4.82784375,071_0150,2517.64059375
sm3,sm3_05,sm3_05_151,sm3,5,151,@sunwing five two one four contact zurich on one three three decimal four good day ,0,,5.51831250,071_0151,2530.586625
sm3,sm3_05,sm3_05_152,sm3,5,152,aero lloyd five six two climb to flight level three one zero ,0,,4.52553125,071_0152,2556.63440625
sm3,sm3_05,sm3_05_153,sm3,5,153,aero lloyd five six two sorry climb to flight level three three zero ,0,,5.21862500,071_0153,2569.73021875
